meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,paper_revision,paper_name,agendas,parties,url
1970,ATCM,6,ATCM VI,wp,19,1,Man's Impact on Antarctic Environment,ATCM 10,Chile | United States,https://documents.ats.aq/ATCM6/wp/ATCM6_wp019_rev1_e.pdf
1970,ATCM,6,ATCM VI,wp,22,0,Coordination of Antarctic scientific investigations involving the use of radio-isotopes,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM6/wp/ATCM6_wp022_e.pdf
1970,ATCM,6,ATCM VI,wp,22,1,Coordination of Antarctic scientific investigations involving the use of radio-isotopes,ATCM 11,New Zealand | United Kingdom | United States,https://documents.ats.aq/ATCM6/wp/ATCM6_wp022_rev1_e.pdf
1970,ATCM,6,ATCM VI,wp,23,0,The use of radio-isotopes in the Antarctic,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM6/wp/ATCM6_wp023_e.pdf
1970,ATCM,6,ATCM VI,wp,23,1,The use of radio-isotopes in the Antarctic,ATCM 11,Australia | France | New Zealand | United Kingdom,https://documents.ats.aq/ATCM6/wp/ATCM6_wp023_rev1_e.pdf
1972,ATCM,7,ATCM VII,wp,45,0,Specially Protected Areas,ATCM 9,New Zealand | South Africa | United Kingdom,https://documents.ats.aq/ATCM7/wp/ATCM7_wp045_e.pdf
1972,ATCM,7,ATCM VII,wp,45,1,Review of Specially Protected Areas,ATCM 9,New Zealand | South Africa | United Kingdom,https://documents.ats.aq/ATCM7/wp/ATCM7_wp045_rev1_e.pdf
1972,ATCM,7,ATCM VII,wp,45,2,Revision of Specially Protected Areas,ATCM 9,New Zealand | South Africa | United Kingdom | United States,https://documents.ats.aq/ATCM7/wp/ATCM7_wp045_rev2_s.pdf
1972,ATCM,7,ATCM VII,wp,46,0,Sites of Special Scientific Interest,ATCM 9,New Zealand | South Africa | United Kingdom,https://documents.ats.aq/ATCM7/wp/ATCM7_wp046_e.pdf
1972,ATCM,7,ATCM VII,wp,46,1,Sites of special scientific interest,ATCM 9,New Zealand | South Africa | United Kingdom | United States,https://documents.ats.aq/ATCM7/wp/ATCM7_wp046_rev1_e.pdf
1972,ATCM,7,ATCM VII,wp,49,0,Activities in Antarctica of countries not contracting parties,ATCM 11,Belgium,https://documents.ats.aq/ATCM7/wp/ATCM7_wp049_e.pdf
1972,ATCM,7,ATCM VII,wp,49,1,Activities in Antarctica of countries not contracting parties,ATCM 11,New Zealand,https://documents.ats.aq/ATCM7/wp/ATCM7_wp049_rev1_e.pdf
1975,ATCM,8,ATCM VIII,wp,9,0,Draft recommendation: man's impact on the Antarctic environment,ATCM 6,United States,https://documents.ats.aq/ATCM8/wp/ATCM8_wp009_e.pdf
1975,ATCM,8,ATCM VIII,wp,9,1,Draft recommendation: man's impact on the Antarctic environment,ATCM 6,United States | New Zealand | United Kingdom,https://documents.ats.aq/ATCM8/wp/ATCM8_wp009_rev1_e.pdf
1975,ATCM,8,ATCM VIII,wp,14,0,Draft recommendation: cooperation in transport,ATCM 12,United States,https://documents.ats.aq/ATCM8/wp/ATCM8_wp014_e.pdf
1975,ATCM,8,ATCM VIII,wp,14,1,Draft recommendation: cooperation in transport,ATCM 12,New Zealand | South Africa | United Kingdom | United States,https://documents.ats.aq/ATCM8/wp/ATCM8_wp014_rev1_e.pdf
1975,ATCM,8,ATCM VIII,wp,29,1,Disposal of nuclear waste,ATCM 18,Australia | Belgium | New Zealand,https://documents.ats.aq/ATCM8/wp/ATCM8_wp029_rev1_e.pdf
1975,ATCM,8,ATCM VIII,wp,29,3,Disposal of nuclear waste,ATCM 18,Australia | Belgium | New Zealand | Chile,https://documents.ats.aq/ATCM8/wp/ATCM8_wp029_rev3_e.pdf
1977,ATCM,9,ATCM IX,wp,19,0,Summary of the GESAMP report - impact of oil on the marine environment,ATCM 10,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp019_e.pdf
1977,ATCM,9,ATCM IX,wp,19,1,Some suggestions to confront the examination of the oil pollution problem,ATCM 10,Argentina,https://documents.ats.aq/ATCM9/wp/ATCM9_wp019_rev1_s.pdf
1977,ATCM,9,ATCM IX,wp,46,0,Draft recommendation concerning the adoption of measures to prevent oil contamination,ATCM 10,Argentina,https://documents.ats.aq/ATCM9/wp/ATCM9_wp046_e.pdf
1977,ATCM,9,ATCM IX,wp,46,1,Oil pollution,ATCM 10,Argentina | United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp046_rev1_e.pdf
1979,ATCM,10,ATCM X,wp,5,0,Draft paper (submitted by the Delegation of New Zealand),ATCM 10 | ATCM 5,New Zealand,https://documents.ats.aq/ATCM10/wp/ATCM10_wp005_e.pdf
1979,ATCM,10,ATCM X,wp,5,1,Facilitation of scientific research collection of geological specimens,ATCM 10 | ATCM 5,New Zealand | Russian Federation | United Kingdom | United States,https://documents.ats.aq/ATCM10/wp/ATCM10_wp005_rev1_e.pdf
1979,ATCM,10,ATCM X,wp,5,2,Facilitation of scientific research: Collection of geological specimens,ATCM 10 | ATCM 5,New Zealand | Russian Federation | United Kingdom | United States,https://documents.ats.aq/ATCM10/wp/ATCM10_wp005_rev2_e.pdf
1979,ATCM,10,ATCM X,wp,31,0,Facilitation of scientific research: SSSIs,ATCM 8,United Kingdom,https://documents.ats.aq/ATCM10/wp/ATCM10_wp031_e.pdf
1979,ATCM,10,ATCM X,wp,31,1,Facilitation of scientific research: SSSIs,ATCM 8,United States,https://documents.ats.aq/ATCM10/wp/ATCM10_wp031_rev1_e.pdf
1995,ATCM,19,ATCM XIX,wp,17,0,Applicability of developments in the Arctic to the Antarctic,5c,Chile,https://heritage.utas.edu.au/uploads/r/antarctic-documents-database/c/8/4/c841fb001e94acf1c77276af76ee2c1f9070e952eea1b414b92b74d363e770b0/1c8e93f4-232b-4e49-a736-0d660bf90d65-AU-ATADD-3-BB-AQ-484.pdf 
1995,ATCM,19,ATCM XIX,wp,17,1,Applicability of developments in the Arctic to the Antarctic,5c,Canada | Chile,https://heritage.utas.edu.au/uploads/r/antarctic-documents-database/c/8/4/c841fb001e94acf1c77276af76ee2c1f9070e952eea1b414b92b74d363e770b0/1c8e93f4-232b-4e49-a736-0d660bf90d65-AU-ATADD-3-BB-AQ-484.pdf 
1995,ATCM,19,ATCM XIX,wp,21,0,The Antarctic protected areas systems,12b,Chile,https://heritage.utas.edu.au/uploads/r/antarctic-documents-database/9/7/a/97a05c6ed196098535eef73e043ba8f367faa0896fa40f3a0bc7d79c12d60c93/85e1adf8-c5ee-42ec-840a-2929542c4793-AU-ATADD-3-BB-AQ-488.pdf 
1995,ATCM,19,ATCM XIX,wp,21,1,The Antarctic protected areas systems,12b,Chile | Norway,https://heritage.utas.edu.au/uploads/r/antarctic-documents-database/9/7/a/97a05c6ed196098535eef73e043ba8f367faa0896fa40f3a0bc7d79c12d60c93/85e1adf8-c5ee-42ec-840a-2929542c4793-AU-ATADD-3-BB-AQ-488.pdf 
2006,ATCM,29,ATCM XXIX - CEP IX,wp,26,0,Review of the Admiralty Bay Antarctic Specially Managed Area Management Plan (ASMA No 1),CEP 7,Brazil | Peru | Poland | United States,https://documents.ats.aq/ATCM29/wp/ATCM29_wp026_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,26,1,Review of the Admiralty Bay Antarctic Specially Managed Area Management Plan (ASMA No 1),CEP 7,Brazil | Ecuador | Peru | Poland | United States,https://documents.ats.aq/ATCM29/wp/ATCM29_wp026_rev1_e.doc
