number,measure_type,title,subject,year,meeting_name,status,status_details,category,topics,attachments,final_report_par,memo,approvals,approvals_text,url,text_file
16,Recommendation,"Recommendation XV-16 (ATCM XV - Paris, 1989)",Development of data systems,1989,ATCM XV,Did_not_enter_into_effect,Did not enter into effect. Withdrawn: D 3 (2017),Scientific cooperation,Data access and exchange | Meeting of Experts | SCAR (Scientific Committee on Antarctic Research),,11,,23/10/1991 | Argentina * || 04/09/1991 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador || 18/06/1997 | Finland || 26/04/1995 | France * || 13/06/1991 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 15/12/1997 | Japan * || | Korea (ROK) * || 10/10/2003 | Netherlands || 28/10/1991 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 18/10/1991 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/185?s=1&iframe=1&from=10/20/1989&to=10/20/1989&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1989/Recommendation_16.txt
18,Recommendation,"Recommendation XV-18 (ATCM XV - Paris, 1989)",Meteorological and sea ice information services,1989,ATCM XV,Did_not_enter_into_effect,Did not enter into effect. No longer current: D 1 (2014),Operational matters,Air Safety | COMNAP (Council of Managers of National Antarctic Programs) | Meteorology | WMO (World Meteorological Organisation),,11,,23/10/1991 | Argentina * || 04/09/1991 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador || 18/06/1997 | Finland || 26/04/1995 | France * || 13/06/1991 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 15/12/1997 | Japan * || | Korea (ROK) * || 10/10/2003 | Netherlands || 28/10/1991 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 18/10/1991 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/187?s=1&iframe=1&from=10/20/1989&to=10/20/1989&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1989/Recommendation_18.txt
19,Recommendation,"Recommendation XV-19 (ATCM XV - Paris, 1989)",Hydrographic survey and charting,1989,ATCM XV,Did_not_enter_into_effect,Did not enter into effect. No longer current: D 1 (2014),Operational matters | Environmental protection,Hydrography | IHO (International Hydrographic Organization),,11,,23/10/1991 | Argentina * || 04/09/1991 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador || 18/06/1997 | Finland || 26/04/1995 | France * || 13/06/1991 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 15/12/1997 | Japan * || | Korea (ROK) * || 10/10/2003 | Netherlands || 28/10/1991 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 18/10/1991 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/188?s=1&iframe=1&from=10/20/1989&to=10/20/1989&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1989/Recommendation_19.txt
22,Recommendation,"Recommendation XV-22 (ATCM XV - Paris, 1989)",Commemorative stamp issue,1989,ATCM XV,Did_not_enter_into_effect,Did not enter into effect. Spent: D 3 (2002),General matters,Anniversaries | Stamps,,11,,23/10/1991 | Argentina * || 04/09/1991 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador || 18/06/1997 | Finland || 26/04/1995 | France * || | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 15/12/1997 | Japan * || 10/05/1995 | Korea (ROK) * || | Netherlands || 28/10/1991 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 18/10/1991 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/191?s=1&iframe=1&from=10/20/1989&to=10/20/1989&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1989/Recommendation_22.txt
5,Recommendation,"Recommendation XV-5 (ATCM XV - Paris, 1989)",Environmental monitoring activities,1989,ATCM XV,Effective,Effective 06/03/2019,Environmental protection,Environmental monitoring | Global change research | Meeting of Experts | SCAR (Scientific Committee on Antarctic Research),,11,,23/10/1991 | Argentina * || 04/09/1991 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador || 02/04/1997 | Finland || 26/04/1995 | France * || 13/06/1991 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 07/05/2004 | Japan * || 06/03/2019 | Korea (ROK) * || 10/10/2003 | Netherlands || 28/10/1991 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 18/10/1991 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 06/05/1998 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/174?s=1&iframe=1&from=10/20/1989&to=10/20/1989&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1989/Recommendation_5.txt
12,Recommendation,"Recommendation XV-12 (ATCM XV - Paris, 1989)","Historic Monuments 54 (East Base, Stonington Island) and 55 (Richard E. Byrd Monument, McMurdo Station)",1989,ATCM XV,Effective,Effective 07/05/2004,Historic Sites and Monuments | Area protection and management,East Base (HSM 55) | Richard Byrd's Bust (HSM 54),,11,,23/10/1991 | Argentina * || 04/09/1991 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador || 02/04/1997 | Finland || 26/04/1995 | France * || 13/06/1991 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 07/05/2004 | Japan * || 10/05/1995 | Korea (ROK) * || 10/10/2003 | Netherlands || 28/10/1991 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 18/10/1991 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/181?s=1&iframe=1&from=10/20/1989&to=10/20/1989&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1989/Recommendation_12.txt
13,Recommendation,"Recommendation XV-13 (ATCM XV - Paris, 1989)",Description of Historic Monument 53 (Elephant Island) modified,1989,ATCM XV,Effective,Effective 07/05/2004,Historic Sites and Monuments | Area protection and management,Endurance Memorial Site (HSM 53),,11,,23/10/1991 | Argentina * || 04/09/1991 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador || 02/04/1997 | Finland || 26/04/1995 | France * || 13/06/1991 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 07/05/2004 | Japan * || 10/05/1995 | Korea (ROK) * || 10/10/2003 | Netherlands || 28/10/1991 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 18/10/1991 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/182?s=1&iframe=1&from=10/20/1989&to=10/20/1989&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1989/Recommendation_13.txt
14,Recommendation,"Recommendation XV-14 (ATCM XV - Paris, 1989)",Promotion of international scientific cooperation,1989,ATCM XV,Effective,Effective 29/01/2004,Scientific cooperation,ICSU (International Council of Scientific Unions) | SCAR (Scientific Committee on Antarctic Research),,11,,23/10/1991 | Argentina * || 04/09/1991 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador || 18/06/1997 | Finland || 26/04/1995 | France * || 13/06/1991 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 15/12/1997 | Japan * || 10/05/1995 | Korea (ROK) * || 10/10/2003 | Netherlands || 28/10/1991 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 18/10/1991 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 06/05/1998 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/183?s=1&iframe=1&from=10/20/1989&to=10/20/1989&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1989/Recommendation_14.txt
15,Recommendation,"Recommendation XV-15 (ATCM XV - Paris, 1989)",Promotion of international scientific cooperation,1989,ATCM XV,Effective,Effective 29/01/2004. No longer current: D 1 (2014),Scientific cooperation,Personnel exchange | SCAR (Scientific Committee on Antarctic Research),,11,,23/10/1991 | Argentina * || 04/09/1991 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador || 18/06/1997 | Finland || 26/04/1995 | France * || 13/06/1991 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 15/12/1997 | Japan * || 10/05/1995 | Korea (ROK) * || 10/10/2003 | Netherlands || 28/10/1991 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 18/10/1991 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/184?s=1&iframe=1&from=10/20/1989&to=10/20/1989&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1989/Recommendation_15.txt
17,Recommendation,"Recommendation XV-17 (ATCM XV - Paris, 1989)",Establishment of new stations,1989,ATCM XV,Effective,Effective 07/05/2004,Operational matters,Antarctic stations | CEE (Comprehensive Environmental Evaluation),,11,,23/10/1991 | Argentina * || 04/09/1991 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador || 02/04/1997 | Finland || 26/04/1995 | France * || 13/06/1991 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 07/05/2004 | Japan * || 10/05/1995 | Korea (ROK) * || 10/10/2003 | Netherlands || 28/10/1991 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 18/10/1991 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/186?s=1&iframe=1&from=10/20/1989&to=10/20/1989&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1989/Recommendation_17.txt
