number,measure_type,title,subject,year,meeting_name,status,status_details,category,topics,attachments,final_report_par,memo,approvals,approvals_text,url,text_file
10,Recommendation,"Recommendation IV-10 (ATCM IV - Santiago, 1966)",Designation of SPA 10 (Byers Peninsula),1966,ATCM IV,Effective,Effective 01/11/1982. Terminated: ATCM VIII-2,Area protection and management,Byers Peninsula (ASPA 126) | SPAs (Specially Protected Areas),SPA 10 - Map | https://documents.ats.aq/recatt/att111_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/48?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_10.txt
11,Recommendation,"Recommendation IV-11 (ATCM IV - Santiago, 1966)",Designation of SPA 11 (Cape Shirreff),1966,ATCM IV,Effective,Effective 01/11/1982. Terminated: ATCM XV-7,Area protection and management,Cape Shirreff (ASPA 149) | SPAs (Specially Protected Areas),SPA 11 - Map | https://documents.ats.aq/recatt/att106_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/49?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_11.txt
13,Recommendation,"Recommendation IV-13 (ATCM IV - Santiago, 1966)",Designation of SPA 13 (Moe Island),1966,ATCM IV,Effective,Effective 28/04/2005. No longer current: D 1 (2011),Area protection and management,Moe Island (ASPA 109) | SPAs (Specially Protected Areas),SPA 13 - Map | https://documents.ats.aq/recatt/att108_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/51?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_13.txt
14,Recommendation,"Recommendation IV-14 (ATCM IV - Santiago, 1966)",Designation of SPA 14 (Lynch Island),1966,ATCM IV,Effective,Effective 01/11/1982,Area protection and management,Lynch Island (ASPA 110) | SPAs (Specially Protected Areas),SPA 14 - Map | https://documents.ats.aq/recatt/att109_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/52?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_14.txt
15,Recommendation,"Recommendation IV-15 (ATCM IV - Santiago, 1966)",Designation of SPA 15 (Southern Powell Island),1966,ATCM IV,Effective,Effective 01/11/1982,Area protection and management,Powell Island (ASPA 111) | SPAs (Specially Protected Areas),SPA 15 - Map | https://documents.ats.aq/recatt/att110_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/53?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_15.txt
16,Recommendation,"Recommendation IV-16 (ATCM IV - Santiago, 1966)",Specially Protected Species: Fur Seals,1966,ATCM IV,Effective,Effective 01/11/1982. No longer current: D 1 (2011),Fauna and flora,Agreed Measures | Seals | Specially protected species,,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/54?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_16.txt
17,Recommendation,"Recommendation IV-17 (ATCM IV - Santiago, 1966)",Specially Protected Species: Ross Seal,1966,ATCM IV,Effective,Effective 01/11/1982. No longer current: D 1 (2011),Fauna and flora,Agreed Measures | Seals | Specially protected species,Agreed Measures (amended) | https://documents.ats.aq/recatt/att154_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/55?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_17.txt
18,Recommendation,"Recommendation IV-18 (ATCM IV - Santiago, 1966)",Limitation of permits to kill or capture native mammals and birds,1966,ATCM IV,Effective,Effective 01/11/1982,Fauna and flora,Agreed Measures | Species killed or captured,,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 23/11/1970 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || | Germany || | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/56?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_18.txt
19,Recommendation,"Recommendation IV-19 (ATCM IV - Santiago, 1966)",Format for information exchange on killed and captured mammals and birds,1966,ATCM IV,Effective,Effective 01/11/1982. No longer current: D 1 (2011),Information exchange | Fauna and flora,Agreed Measures | Birds | Mammals | Species killed or captured,Annual Return of Species Killed or Captured | https://documents.ats.aq/recatt/att079_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 23/11/1970 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || | Germany || | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/57?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_19.txt
20,Recommendation,"Recommendation IV-20 (ATCM IV - Santiago, 1966)",Recommendations IV-1 to IV-19 to be considered interim guidelines,1966,ATCM IV,Effective,Effective 30/10/1968. Spent: D 3 (2002),Area protection and management | Fauna and flora,Agreed Measures | Guidelines | SPAs (Specially Protected Areas),,9,,14/12/1967 | Argentina * || 26/02/1968 | Australia * || 05/12/1967 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 30/10/1968 | Japan * || 10/05/1995 | Korea (ROK) || | Netherlands || 26/06/1968 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 23/03/1968 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/58?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_20.txt
21,Recommendation,"Recommendation IV-21 (ATCM IV - Santiago, 1966)",Voluntary measures on pelagic sealing.,1966,ATCM IV,Effective,Effective 30/10/1968,Fauna and flora,Guidelines | Seals,Interim Guidelines for the Voluntary Regulation of Antarctic Pelagic Sealing | https://documents.ats.aq/recatt/att247_e.pdf,9,,14/12/1967 | Argentina * || 26/02/1968 | Australia * || 05/12/1967 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 30/10/1968 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 26/06/1968 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 23/03/1968 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/59?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_21.txt
